avg_perc_load,load_order,predictedLine
35.313390313390336,Heavy -> Light,167.08308146769753
35.53678772567335,Light -> Heavy,92.63745178857938
35.76018513795637,Heavy -> Light,163.54632715469597
35.98358255023939,Light -> Heavy,89.12641875808684
36.206979962522404,Heavy -> Light,160.06101540671244
36.43037737480542,Light -> Heavy,85.66682829261235
36.65377478708844,Heavy -> Light,156.62714622374696
36.87717219937146,Light -> Heavy,82.25868039215588
37.10056961165447,Heavy -> Light,153.24471960579953
37.323967023937485,Light -> Heavy,78.90197505671746
37.547364436220505,Heavy -> Light,149.91373555287012
37.77076184850352,Light -> Heavy,75.59671228629709
37.99415926078653,Heavy -> Light,146.63419406495876
38.21755667306955,Light -> Heavy,72.34289208089477
38.44095408535257,Heavy -> Light,143.40609514206545
38.664351497635586,Light -> Heavy,69.14051444051047
38.8877489099186,Heavy -> Light,140.2294387841902
39.11114632220162,Light -> Heavy,65.98957936514422
39.33454373448464,Heavy -> Light,137.10422499133296
39.557941146767654,Light -> Heavy,62.890086854795996
39.78133855905067,Heavy -> Light,134.03045376349377
40.00473597133369,Light -> Heavy,59.84203690946585
40.22813338361671,Heavy -> Light,131.0081251006726
40.45153079589972,Light -> Heavy,56.84542952915369
40.674928208182735,Heavy -> Light,128.0372390028695
40.898325620465755,Light -> Heavy,53.90026471385961
41.12172303274877,Heavy -> Light,125.11779547008446
41.34512044503179,Light -> Heavy,51.00654246358357
41.5685178573148,Heavy -> Light,122.24979450231743
41.79191526959782,Light -> Heavy,48.16426277832558
42.015312681880836,Heavy -> Light,119.43323609956846
42.23871009416385,Light -> Heavy,45.37342565808564
42.46210750644687,Heavy -> Light,116.66812026183752
42.68550491872989,Light -> Heavy,42.6340311028637
42.908902331012904,Heavy -> Light,113.95444698912462
43.13229974329592,Light -> Heavy,39.94607911265983
43.35569715557894,Heavy -> Light,111.29221628142977
43.57909456786196,Light -> Heavy,37.309569687473996
43.80249198014497,Heavy -> Light,108.68142813875295
44.025889392427985,Light -> Heavy,34.72450282730621
44.249286804711005,Heavy -> Light,106.12208256109419
44.472684216994026,Light -> Heavy,32.19087853215645
44.69608162927704,Heavy -> Light,103.61417954845346
44.91947904156005,Light -> Heavy,29.70869680202476
45.14287645384307,Heavy -> Light,101.15771910083078
45.366273866126086,Light -> Heavy,27.277957636911097
45.58967127840911,Heavy -> Light,98.75270121822612
45.81306869069212,Light -> Heavy,24.898661036815454
46.03646610297514,Heavy -> Light,96.39912590063952
46.259863515258154,Light -> Heavy,22.570807001737876
46.483260927541174,Heavy -> Light,94.09699314807096
46.70665833982419,Light -> Heavy,20.294395531678347
46.93005575210721,Heavy -> Light,91.84630296052045
47.15345316439022,Light -> Heavy,18.069426626636854
47.376850576673235,Heavy -> Light,89.64705533798796
47.600247988956255,Light -> Heavy,15.895900286613397
47.823645401239276,Heavy -> Light,87.49925028047353
48.04704281352229,Light -> Heavy,13.773816511607976
48.2704402258053,Heavy -> Light,85.40288778797714
48.49383763808832,Light -> Heavy,11.703175301620604
48.717235050371336,Heavy -> Light,83.3579678604988
48.94063246265436,Light -> Heavy,9.683976656651282
49.16402987493737,Heavy -> Light,81.36449049803849
49.38742728722039,Light -> Heavy,7.716220576699996
49.610824699503404,Heavy -> Light,79.42245570059623
49.834222111786424,Light -> Heavy,5.799907061766746
50.05761952406944,Heavy -> Light,77.531863468172
50.28101693635246,Light -> Heavy,3.935036111851545
50.50441434863547,Heavy -> Light,75.69271380076582
50.727811760918485,Light -> Heavy,2.1216077269543945
50.951209173201505,Heavy -> Light,73.90500669837768
51.174606585484526,Light -> Heavy,0.3596219070752653
51.39800399776754,Heavy -> Light,72.16874216100759
51.62140141005055,Light -> Heavy,-1.350921347785814
51.84479882233357,Heavy -> Light,70.48392018865553
52.06819623461659,Light -> Heavy,-3.0100220376288433
52.29159364689961,Heavy -> Light,68.85054078132151
52.51499105918262,Light -> Heavy,-4.617680162453837
52.73838847146564,Heavy -> Light,67.26860393900553
52.96178588374866,Light -> Heavy,-6.173895722260795
53.185183296031674,Heavy -> Light,65.7381096617076
53.40858070831469,Light -> Heavy,-7.678668717049703
53.63197812059771,Heavy -> Light,64.25905794942771
53.85537553288072,Light -> Heavy,-9.131999146820569
54.078772945163735,Heavy -> Light,62.83144880216587
54.302170357446755,Light -> Heavy,-10.533887011573391
54.525567769729776,Heavy -> Light,61.45528221992207
54.74896518201279,Light -> Heavy,-11.884332311308178
54.9723625942958,Heavy -> Light,60.13055820269631
55.19576000657882,Light -> Heavy,-13.183335046024915
55.41915741886184,Heavy -> Light,58.85727675048857
55.64255483114486,Light -> Heavy,-14.430895215723623
55.86595224342787,Heavy -> Light,57.6354378632989
56.08934965571089,Light -> Heavy,-15.627012820404282
56.31274706799391,Heavy -> Light,56.46504154112726
56.536144480276924,Light -> Heavy,-16.771687860066898
56.75954189255994,Heavy -> Light,55.346087783973665
56.98293930484296,Light -> Heavy,-17.86492033471147
57.20633671712598,Heavy -> Light,54.27857659183811
57.42973412940899,Light -> Heavy,-18.906710244338008
57.653131541692005,Heavy -> Light,53.2625079647206
57.876528953975026,Light -> Heavy,-19.897057588946495
58.09992636625804,Heavy -> Light,52.297881902621135
58.32332377854105,Light -> Heavy,-20.83596236853694
58.54672119082407,Heavy -> Light,51.38469840553971
58.77011860310709,Light -> Heavy,-21.72342458310935
58.99351601539011,Heavy -> Light,50.522957473476325
59.21691342767312,Light -> Heavy,-22.559444232663715
59.44031083995614,Heavy -> Light,49.712659106430976
59.66370825223916,Light -> Heavy,-23.34402131720004
59.887105664522174,Heavy -> Light,48.95380330440367
60.11050307680519,Light -> Heavy,-24.07715583671832
60.33390048908821,Heavy -> Light,48.246390067394415
60.55729790137123,Light -> Heavy,-24.758847791218564
60.78069531365424,Heavy -> Light,47.59041939540319
61.004092725937255,Light -> Heavy,-25.38909718070076
61.227490138220276,Heavy -> Light,46.98589128843002
61.450887550503296,Light -> Heavy,-25.96790400516491
61.67428496278631,Heavy -> Light,46.432805746474884
61.89768237506932,Light -> Heavy,-26.49526826461102
62.12107978735234,Heavy -> Light,45.93116276953779
62.34447719963536,Light -> Heavy,-26.971189959039094
62.56787461191837,Heavy -> Light,45.48096235761874
62.79127202420139,Light -> Heavy,-27.395669088449125
63.01466943648441,Heavy -> Light,45.08220451071773
63.238066848767424,Light -> Heavy,-27.768705652841113
63.46146426105044,Heavy -> Light,44.73488922883477
63.68486167333346,Light -> Heavy,-28.09029965221505
63.90825908561648,Heavy -> Light,44.43901651196985
64.13165649789948,Light -> Heavy,-28.360451086570954
64.3550539101825,Heavy -> Light,44.19458636012296
64.57845132246553,Light -> Heavy,-28.57915995590882
64.80184873474855,Heavy -> Light,44.00159877329413
65.02524614703157,Light -> Heavy,-28.746426260228645
65.24864355931457,Heavy -> Light,43.86005375148332
65.4720409715976,Light -> Heavy,-28.86224999953042
65.69543838388061,Heavy -> Light,43.769951294690564
65.91883579616362,Light -> Heavy,-28.926631173814158
66.14223320844664,Heavy -> Light,43.73129140291585
66.36563062072966,Light -> Heavy,-28.939569783079847
66.58902803301268,Heavy -> Light,43.74407407615918
66.81242544529569,Light -> Heavy,-28.9010658273275
67.03582285757871,Heavy -> Light,43.80829931442055
67.25922026986173,Light -> Heavy,-28.81111930655711
67.48261768214473,Heavy -> Light,43.92396711769996
67.70601509442776,Light -> Heavy,-28.669730220768677
67.92941250671078,Heavy -> Light,44.09107748599741
68.1528099189938,Light -> Heavy,-28.476898569962202
68.37620733127682,Heavy -> Light,44.3096304193129
68.59960474355982,Light -> Heavy,-28.232624354137684
68.82300215584284,Heavy -> Light,44.57962591764644
69.04639956812585,Light -> Heavy,-27.93690757329513
69.26979698040887,Heavy -> Light,44.90106398099802
69.49319439269189,Light -> Heavy,-27.589748227434534
69.71659180497491,Heavy -> Light,45.273944609367646
69.93998921725793,Light -> Heavy,-27.191146316555887
70.16338662954095,Heavy -> Light,45.698267802755296
70.38678404182396,Light -> Heavy,-26.741101840659198
70.61018145410698,Heavy -> Light,46.17403356116101
70.83357886638998,Light -> Heavy,-26.239614799744487
71.056976278673,Heavy -> Light,46.70124188458476
71.28037369095603,Light -> Heavy,-25.686685193811712
71.50377110323905,Heavy -> Light,47.279892773026546
71.72716851552207,Light -> Heavy,-25.0823130228609
71.95056592780509,Heavy -> Light,47.90998622648638
72.1739633400881,Light -> Heavy,-24.426498286892055
72.3973607523711,Heavy -> Light,48.59152224496424
72.62075816465412,Light -> Heavy,-23.71924098590516
72.84415557693714,Heavy -> Light,49.32450082846015
73.06755298922016,Light -> Heavy,-22.96054111990022
73.29095040150318,Heavy -> Light,50.10892197697411
73.5143478137862,Light -> Heavy,-22.15039868887724
73.73774522606921,Heavy -> Light,50.94478569050611
73.96114263835223,Light -> Heavy,-21.28881369283623
74.18454005063523,Heavy -> Light,51.83209196905615
74.40793746291826,Light -> Heavy,-20.37578613177717
74.63133487520128,Heavy -> Light,52.77084081262423
74.8547322874843,Light -> Heavy,-19.41131600570006
75.07812969976732,Heavy -> Light,53.76103222121035
75.30152711205034,Light -> Heavy,-18.395403314604913
75.52492452433334,Heavy -> Light,54.80266619481452
75.74832193661636,Light -> Heavy,-17.328048058491724
75.97171934889937,Heavy -> Light,55.89574273343673
76.19511676118239,Light -> Heavy,-16.209250237360507
76.41851417346541,Heavy -> Light,57.04026183707698
76.64191158574843,Light -> Heavy,-15.03900985121124
76.86530899803145,Heavy -> Light,58.236223505735275
77.08870641031446,Light -> Heavy,-13.81732690004393
77.31210382259748,Heavy -> Light,59.48362773941162
77.53550123488048,Light -> Heavy,-12.54420138385857
77.7588986471635,Heavy -> Light,60.78247453810599
77.98229605944653,Light -> Heavy,-11.219633302655183
78.20569347172955,Heavy -> Light,62.1327639018184
78.42909088401257,Light -> Heavy,-9.843622656433737
78.65248829629559,Heavy -> Light,63.53449583054886
78.8758857085786,Light -> Heavy,-8.416169445194257
79.09928312086161,Heavy -> Light,64.98767032429737
79.32268053314462,Light -> Heavy,-6.937273668936726
79.54607794542764,Heavy -> Light,66.49228738306391
79.76947535771066,Light -> Heavy,-5.406935327661174
